Age,Experience_Years,Salary,Training_Hours,Performance_Score,Department,Promoted
47,20.7,65422.0,94.0,69.3,HR,0
58,22.2,65193.0,10.0,50.0,Marketing,0
42,17.2,56067.0,54.0,56.3,Sales,0
52,17.7,64769.0,63.0,64.0,Marketing,1
46,14.3,48385.0,59.0,41.4,Sales,0
44,8.2,25000.0,88.0,33.3,Engineering,0
45,18.0,60210.0,16.0,41.3,Engineering,0
59,16.6,62215.0,72.0,52.5,Sales,0
49,22.7,68518.0,24.0,41.3,Sales,0
42,16.9,51955.0,98.0,54.2,Marketing,0
39,14.7,59739.0,76.0,48.6,HR,0
57,21.4,67309.0,39.0,52.5,Sales,0
56,24.0,71191.0,87.0,75.4,Engineering,1
30,6.1,25000.0,77.0,29.5,Marketing,0
59,14.0,55574.0,45.0,47.0,Engineering,1
51,19.2,65962.0,76.0,63.7,Marketing,0
55,10.6,30660.0,14.0,24.6,HR,1
53,18.6,,34.0,47.7,HR,0
24,0.8,25000.0,20.0,20.0,Engineering,0
24,0.8,25000.0,81.0,31.7,Sales,0
49,14.0,43521.0,99.0,44.0,Sales,0
36,7.8,36512.0,75.0,43.6,Engineering,0
44,14.8,,37.0,35.4,Sales,0
32,3.4,25000.0,69.0,35.3,Sales,0
53,18.7,67047.0,19.0,41.5,Engineering,0
57,14.3,62849.0,59.0,58.5,Engineering,0
54,20.6,62428.0,48.0,49.4,HR,0
45,15.7,55527.0,46.0,40.1,Engineering,0
55,20.9,78680.0,72.0,69.7,HR,1
49,20.1,68215.0,70.0,64.1,HR,0
58,18.0,58628.0,94.0,55.7,Marketing,1
28,4.6,25000.0,47.0,29.7,Sales,0
25,1.7,,42.0,20.0,Engineering,0
58,21.3,65571.0,84.0,53.9,Sales,0
22,0.0,25000.0,54.0,33.9,Marketing,0
22,0.0,25000.0,53.0,26.1,Engineering,0
41,13.2,42143.0,10.0,,Engineering,0
40,12.1,,62.0,37.9,Marketing,0
50,13.6,48496.0,56.0,38.9,Sales,0
31,3.2,25000.0,42.0,24.2,HR,0
39,6.0,32405.0,76.0,34.9,Marketing,0
49,23.1,66086.0,99.0,64.8,Marketing,0
56,24.3,77888.0,24.0,56.4,Engineering,0
52,11.3,,23.0,40.5,HR,0
48,13.4,,32.0,41.1,Marketing,0
32,6.6,26023.0,63.0,,Sales,0
59,29.6,86797.0,17.0,67.1,Marketing,1
26,1.3,25000.0,63.0,27.3,Sales,0
29,3.1,25854.0,45.0,,Engineering,0
55,27.5,87984.0,93.0,83.3,Marketing,1
33,3.4,25000.0,61.0,29.5,Sales,0
59,15.6,57355.0,15.0,41.9,Engineering,0
22,0.0,25000.0,37.0,20.9,Engineering,0
52,20.0,53384.0,59.0,44.3,Engineering,0
25,1.4,25000.0,47.0,30.3,Marketing,0
26,1.4,25000.0,39.0,29.4,Engineering,0
51,9.2,39029.0,90.0,47.9,Engineering,0
45,10.3,44713.0,82.0,50.2,Sales,0
24,1.7,25000.0,63.0,32.1,Engineering,0
32,5.5,25000.0,80.0,33.3,Marketing,0
25,2.2,25000.0,55.0,26.8,HR,0
47,21.3,66804.0,37.0,58.0,Engineering,0
48,14.2,53261.0,26.0,38.8,Marketing,0
48,10.8,,57.0,,Engineering,0
27,3.1,25000.0,53.0,23.2,Marketing,0
36,11.8,51671.0,69.0,45.0,Engineering,0
51,22.7,73726.0,69.0,61.8,Sales,0
58,12.2,46792.0,14.0,30.0,HR,0
58,25.8,88855.0,78.0,78.8,HR,0
58,23.2,,87.0,61.4,Marketing,0
56,28.7,95210.0,,79.8,Marketing,1
44,8.2,39932.0,16.0,30.5,HR,0
27,3.1,25000.0,62.0,20.0,Sales,1
25,2.5,25000.0,26.0,20.0,Sales,0
39,9.3,43576.0,68.0,43.9,Engineering,0
30,4.7,25000.0,18.0,22.4,Sales,0
50,9.6,34068.0,31.0,27.9,HR,0
34,5.6,25000.0,54.0,30.9,HR,0
38,7.9,35602.0,82.0,39.6,Sales,0
53,26.9,84572.0,68.0,70.0,Sales,0
43,9.9,27971.0,89.0,37.7,HR,0
25,1.7,25000.0,22.0,25.7,HR,0
26,2.8,25000.0,92.0,31.7,HR,0
58,14.3,52589.0,21.0,36.8,HR,0
34,7.1,25000.0,45.0,22.3,HR,0
55,24.5,79491.0,19.0,55.1,Sales,0
43,17.2,61152.0,25.0,52.9,Sales,0
44,14.9,47240.0,28.0,40.0,Engineering,1
24,1.4,25000.0,15.0,20.0,Engineering,0
55,12.4,45984.0,13.0,30.3,Marketing,0
53,26.9,86931.0,39.0,67.6,Engineering,1
42,7.6,29495.0,,26.1,Sales,0
42,15.3,43362.0,36.0,32.5,Engineering,0
32,4.6,25000.0,54.0,34.2,Engineering,1
25,2.6,25000.0,94.0,32.4,Sales,0
22,0.0,25000.0,46.0,30.6,HR,0
49,20.3,57421.0,18.0,48.2,Sales,0
45,9.9,36661.0,70.0,34.8,Sales,0
56,19.2,65558.0,44.0,48.1,Marketing,0
34,8.0,,56.0,27.3,Marketing,0
55,25.1,82167.0,30.0,55.3,Marketing,0
32,3.6,25000.0,26.0,22.5,HR,0
57,30.7,93978.0,64.0,74.4,Engineering,1
38,13.3,43508.0,97.0,50.2,Marketing,0
56,15.7,59129.0,15.0,49.4,Sales,0
39,13.5,45379.0,44.0,43.1,Marketing,0
43,12.8,43918.0,59.0,43.5,Sales,0
45,13.3,42736.0,46.0,27.9,HR,0
40,8.8,34174.0,,29.4,Marketing,0
58,23.3,74349.0,34.0,65.0,Sales,0
42,14.8,45247.0,10.0,20.0,Engineering,0
29,3.8,25000.0,58.0,31.7,HR,0
49,18.3,62270.0,44.0,49.5,Sales,0
26,2.9,25000.0,92.0,,Engineering,0
38,11.6,,62.0,46.4,Engineering,1
58,11.9,48470.0,61.0,53.1,Sales,0
57,28.6,82181.0,63.0,71.3,Marketing,1
40,10.3,44437.0,85.0,44.8,Engineering,0
48,11.9,47985.0,56.0,38.5,HR,0
55,14.7,58259.0,52.0,50.0,Engineering,0
32,5.9,26353.0,29.0,27.7,Marketing,0
33,9.2,25000.0,42.0,23.1,HR,0
42,10.5,44313.0,25.0,33.1,HR,0
32,7.5,28654.0,87.0,50.6,HR,0
49,9.7,40716.0,16.0,35.7,Sales,0
26,2.3,25000.0,79.0,38.2,Engineering,0
38,14.3,56831.0,30.0,36.6,Marketing,0
41,14.5,45819.0,45.0,,Sales,0
33,4.7,25000.0,95.0,36.0,Sales,0
27,3.0,25000.0,63.0,24.3,HR,0
38,7.0,25000.0,28.0,,Sales,0
40,9.8,31242.0,34.0,34.7,Engineering,0
47,19.2,52841.0,76.0,47.8,Sales,0
53,23.6,77033.0,62.0,72.7,Sales,1
27,2.2,25000.0,84.0,33.4,HR,0
57,29.9,102108.0,57.0,92.4,HR,1
59,24.3,74188.0,51.0,60.4,Sales,0
32,5.3,25000.0,,30.7,HR,0
54,19.2,70367.0,51.0,64.1,Marketing,0
45,15.2,53662.0,11.0,44.4,Marketing,0
44,14.0,48873.0,15.0,38.1,Marketing,0
36,8.3,30266.0,55.0,30.5,Sales,0
48,15.7,59542.0,75.0,57.3,Engineering,0
32,4.1,25000.0,90.0,30.6,Engineering,0
38,12.6,45304.0,49.0,40.8,HR,0
35,8.1,32475.0,67.0,29.5,Engineering,0
48,9.8,39117.0,,34.6,Engineering,0
39,12.9,47889.0,83.0,48.8,Sales,0
49,23.2,72869.0,42.0,63.3,HR,0
25,2.6,25000.0,71.0,35.5,Engineering,0
28,3.1,25000.0,21.0,20.5,Marketing,0
56,13.0,,,47.9,HR,0
30,4.9,25000.0,97.0,33.2,HR,0
29,2.6,25000.0,87.0,24.5,HR,0
38,13.8,,14.0,20.3,Marketing,0
38,6.6,25000.0,60.0,22.8,Engineering,0
54,14.5,49351.0,78.0,52.6,Marketing,0
53,16.9,57835.0,41.0,43.6,HR,0
29,3.7,25000.0,58.0,30.6,HR,0
40,14.0,55077.0,69.0,58.7,Sales,0
59,21.2,78145.0,55.0,57.6,Sales,1
24,0.8,,77.0,34.5,Sales,0
26,1.8,25000.0,50.0,29.4,Sales,0
34,7.3,25000.0,90.0,30.4,HR,0
52,11.7,53248.0,76.0,57.5,Marketing,0
37,10.0,34862.0,22.0,26.2,Sales,0
53,19.8,66807.0,27.0,48.0,Marketing,1
43,15.3,54287.0,96.0,65.9,Sales,1
50,24.2,75808.0,60.0,65.2,Engineering,1
43,17.8,63155.0,45.0,55.7,Sales,0
24,1.7,25000.0,90.0,41.4,Marketing,0
31,4.0,25000.0,43.0,22.0,Sales,0
42,7.6,33837.0,21.0,33.0,Engineering,0
37,7.2,28911.0,14.0,20.0,Marketing,0
33,9.2,33271.0,57.0,30.9,Marketing,0
23,0.9,25000.0,49.0,25.1,Marketing,0
45,18.8,54079.0,22.0,37.3,HR,0
56,12.4,42796.0,35.0,39.6,Marketing,0
51,25.2,82003.0,23.0,60.6,HR,0
51,16.1,49253.0,20.0,34.4,Engineering,0
56,10.4,40779.0,47.0,40.0,Marketing,0
40,10.2,32249.0,89.0,37.9,Marketing,1
29,2.3,25000.0,66.0,28.2,Marketing,0
47,15.7,52574.0,31.0,41.5,Engineering,0
28,3.0,25000.0,25.0,24.0,HR,0
51,16.9,50408.0,86.0,52.8,Sales,0
28,4.0,25000.0,85.0,31.9,Engineering,0
24,1.6,25000.0,91.0,39.1,Engineering,0
22,0.0,25000.0,,23.2,Engineering,0
57,19.6,69803.0,91.0,61.5,HR,0
46,19.0,66077.0,11.0,38.9,HR,0
58,30.4,86845.0,63.0,75.4,HR,1
22,0.0,25000.0,11.0,20.0,HR,0
36,8.7,30000.0,12.0,23.5,HR,0
58,16.9,56645.0,65.0,56.0,Marketing,1
34,3.9,25000.0,81.0,30.5,Sales,0
29,4.9,25000.0,20.0,20.0,Sales,0
26,3.3,25958.0,,34.7,HR,0
30,3.2,25000.0,41.0,26.4,HR,0
22,0.0,25000.0,13.0,20.0,Marketing,0
57,28.4,89443.0,18.0,70.6,HR,1
56,28.9,,97.0,68.2,Marketing,1
23,0.5,25000.0,65.0,,Marketing,0
44,18.5,62429.0,25.0,50.6,Engineering,0
30,3.9,25000.0,90.0,37.0,Engineering,0
55,20.8,63776.0,95.0,44.8,HR,0
35,4.3,25000.0,80.0,39.1,Marketing,0
25,1.0,25000.0,19.0,20.0,HR,0
51,21.2,71103.0,45.0,53.9,Engineering,0
52,17.0,61136.0,33.0,46.5,Engineering,0
59,16.8,,73.0,52.9,Engineering,0
32,4.1,25000.0,65.0,32.9,Engineering,0
56,23.9,70639.0,87.0,69.0,Engineering,0
29,2.1,25000.0,87.0,38.1,HR,0
24,1.6,25000.0,98.0,37.5,HR,0
35,4.5,25000.0,31.0,24.9,Engineering,0
34,5.0,25000.0,61.0,23.4,HR,0
53,16.5,57579.0,59.0,46.4,Engineering,0
55,19.5,65469.0,56.0,59.3,Engineering,1
40,9.2,42566.0,32.0,39.0,Engineering,0
59,18.2,67082.0,99.0,68.1,HR,1
37,13.2,40146.0,85.0,41.2,HR,0
23,0.7,25000.0,92.0,39.6,Marketing,1
38,5.0,25000.0,28.0,20.0,HR,1
55,18.4,58908.0,61.0,56.9,HR,1
37,12.4,42692.0,43.0,35.8,Sales,0
59,17.8,56541.0,38.0,53.7,Engineering,0
23,0.4,25000.0,70.0,23.1,Engineering,0
23,0.8,25000.0,94.0,44.3,HR,0
47,16.6,54127.0,44.0,43.1,HR,0
34,7.7,26192.0,14.0,20.0,Marketing,0
52,10.0,39952.0,85.0,44.6,Sales,0
55,12.7,45463.0,16.0,30.0,Engineering,0
24,1.3,25000.0,50.0,26.3,Engineering,1
29,3.0,,11.0,20.0,HR,0
44,13.3,48043.0,98.0,48.1,HR,0
35,8.2,40560.0,19.0,33.3,Sales,0
48,12.2,34889.0,53.0,29.4,Engineering,0
50,24.3,69907.0,79.0,58.6,Sales,0
22,0.0,25000.0,44.0,20.0,Engineering,0
38,11.7,43359.0,71.0,40.6,HR,0
51,10.1,45002.0,83.0,53.2,Sales,0
34,4.4,25250.0,82.0,29.0,Marketing,0
42,11.9,33891.0,29.0,24.7,HR,0
40,7.1,26378.0,44.0,27.4,Marketing,0
40,16.0,47498.0,46.0,39.0,Marketing,0
46,9.5,37224.0,81.0,52.2,Marketing,0
43,12.4,43991.0,63.0,41.1,Engineering,0
52,15.6,47754.0,89.0,51.3,Marketing,0
38,10.9,36452.0,37.0,36.4,Engineering,1
44,8.3,36853.0,79.0,45.0,Sales,0
53,17.3,56008.0,41.0,46.7,HR,0
31,4.2,25000.0,20.0,20.0,Engineering,0
31,7.5,36534.0,51.0,44.7,Engineering,0
57,11.4,55550.0,32.0,42.9,Sales,0
29,5.9,25000.0,39.0,22.3,Sales,0
41,15.2,50869.0,18.0,34.3,HR,0
53,14.8,67485.0,97.0,55.8,Sales,0
35,10.1,38144.0,68.0,43.1,Engineering,1
49,8.6,36292.0,37.0,20.0,HR,0
45,20.2,70563.0,,66.4,HR,1
36,8.6,33390.0,,38.8,HR,0
43,10.1,,42.0,47.4,Marketing,0
51,15.0,51748.0,56.0,36.5,Marketing,0
25,1.0,25000.0,31.0,20.0,Engineering,0
34,10.7,39083.0,38.0,33.0,Marketing,0
44,7.1,35278.0,43.0,31.1,Sales,0
29,4.9,25000.0,51.0,24.1,HR,0
39,9.6,33406.0,61.0,34.1,Engineering,0
33,9.6,25000.0,56.0,21.6,Sales,0
52,13.4,47164.0,83.0,49.8,HR,0
35,8.1,35515.0,60.0,24.1,Sales,0
55,19.5,67566.0,54.0,55.7,Marketing,0
39,12.3,37466.0,84.0,38.8,Sales,0
55,11.2,34981.0,43.0,37.0,Marketing,0
32,4.2,25000.0,,31.4,Sales,0
33,4.7,26269.0,22.0,20.3,Engineering,0
36,10.4,34406.0,63.0,42.5,Marketing,0
52,12.4,39375.0,34.0,31.5,Marketing,0
50,18.0,57052.0,30.0,39.2,HR,0
47,10.7,42481.0,10.0,39.1,Marketing,0
39,13.9,52662.0,67.0,51.1,HR,1
53,26.8,81617.0,78.0,70.0,Marketing,1
43,12.8,50174.0,95.0,,Marketing,0
59,18.9,69670.0,80.0,63.8,Marketing,0
38,7.0,25000.0,22.0,20.7,Marketing,0
44,7.3,37704.0,61.0,30.7,HR,0
45,10.6,41476.0,32.0,32.7,Engineering,0
29,4.8,25000.0,30.0,,Sales,0
27,3.1,25000.0,15.0,20.0,Marketing,0
26,3.5,,29.0,27.0,Marketing,0
50,15.1,43033.0,85.0,47.6,Engineering,0
49,19.3,59419.0,49.0,45.0,HR,0
32,5.9,25000.0,18.0,20.0,Sales,0
22,0.0,25000.0,59.0,27.7,Engineering,0
40,8.3,30524.0,37.0,25.1,Engineering,0
30,4.6,,20.0,22.3,Engineering,0
48,15.1,50675.0,84.0,47.0,Engineering,0
55,23.9,75763.0,97.0,66.8,Marketing,1
25,2.6,25000.0,65.0,34.9,Sales,0
57,17.4,56868.0,88.0,56.3,Marketing,0
39,5.5,31355.0,44.0,26.2,Engineering,0
36,8.4,25674.0,90.0,35.2,Sales,1
34,7.5,32026.0,34.0,35.0,Engineering,0
40,7.2,38216.0,28.0,32.5,HR,0
27,3.8,25000.0,40.0,27.6,Engineering,0
33,9.8,35367.0,90.0,37.8,Engineering,0
58,31.2,90560.0,59.0,77.3,HR,1
38,6.7,25591.0,96.0,47.9,Marketing,0
44,18.2,66538.0,72.0,54.8,Sales,1
47,18.1,63092.0,56.0,47.4,Engineering,0
50,16.0,57093.0,10.0,40.9,Engineering,0
54,20.0,56510.0,67.0,55.5,HR,0
48,21.1,63568.0,19.0,45.7,Sales,0
46,14.1,57745.0,17.0,36.6,HR,0
31,4.7,25000.0,35.0,23.1,Engineering,0
44,13.1,48628.0,43.0,44.0,Marketing,0
42,12.9,45703.0,28.0,34.0,Marketing,0
42,8.3,30285.0,87.0,40.6,Sales,0
34,10.1,37113.0,81.0,46.8,Engineering,0
58,25.4,73249.0,10.0,52.0,HR,0
54,21.8,62673.0,57.0,53.0,Engineering,0
45,8.3,30574.0,34.0,31.3,HR,1
32,6.6,27061.0,33.0,20.4,HR,0
38,6.0,25000.0,56.0,23.1,Sales,0
25,1.0,25000.0,93.0,33.9,HR,0
46,14.8,45827.0,78.0,43.7,Sales,1
51,15.7,50251.0,76.0,44.7,Marketing,0
30,5.2,28498.0,41.0,36.4,Sales,0
42,7.1,30536.0,26.0,36.4,Sales,0
41,10.6,34281.0,,35.1,Sales,0
40,7.3,31184.0,78.0,36.8,Marketing,0
40,16.1,44902.0,20.0,33.0,Sales,0
33,7.0,29312.0,47.0,34.5,HR,0
58,25.6,86937.0,77.0,79.9,HR,1
38,7.9,34459.0,28.0,20.0,Sales,0
58,12.8,60189.0,96.0,61.7,HR,0
49,23.9,64758.0,26.0,41.8,Sales,0
56,16.0,57435.0,22.0,51.5,Marketing,0
39,9.4,28482.0,10.0,23.2,HR,0
35,9.0,32134.0,11.0,20.0,Sales,0
56,10.7,43558.0,91.0,46.0,Engineering,0
28,4.7,31549.0,75.0,34.6,Marketing,0
34,7.5,28651.0,77.0,37.1,Engineering,0
39,7.9,31058.0,25.0,30.9,Sales,0
58,12.1,52676.0,13.0,32.0,HR,0
34,4.8,25000.0,66.0,39.1,Sales,0
57,29.3,99506.0,82.0,90.8,HR,1
52,21.3,72198.0,94.0,62.6,Sales,0
23,0.4,,32.0,,Sales,0
37,5.1,25000.0,11.0,27.4,HR,0
30,5.7,33176.0,76.0,43.5,HR,0
30,5.1,25000.0,96.0,34.2,Sales,0
59,20.1,67901.0,35.0,56.3,Engineering,0
32,5.2,25000.0,16.0,34.9,Marketing,0
43,9.0,30279.0,53.0,31.3,Engineering,0
54,22.5,66439.0,42.0,49.5,Engineering,0
57,30.9,94866.0,73.0,78.7,Engineering,1
44,8.9,25601.0,45.0,27.3,Engineering,0
55,21.7,69536.0,13.0,46.3,HR,0
30,4.4,25289.0,32.0,25.5,Engineering,0
45,13.1,49410.0,34.0,33.5,Marketing,1
29,3.2,25000.0,99.0,33.1,HR,0
28,4.8,25000.0,94.0,39.3,Engineering,1
57,20.7,60920.0,83.0,48.4,HR,0
39,10.6,43409.0,36.0,,Engineering,0
24,1.0,25000.0,60.0,20.0,Engineering,0
49,11.0,41785.0,88.0,36.8,Marketing,0
27,1.8,25000.0,90.0,32.2,HR,0
42,14.6,52462.0,,52.0,HR,0
49,11.3,52167.0,89.0,59.2,Sales,0
22,0.0,25000.0,32.0,23.4,Engineering,0
57,18.7,52189.0,18.0,37.2,Engineering,0
42,11.0,38557.0,42.0,37.0,Marketing,0
56,19.8,59566.0,44.0,44.2,Marketing,0
34,6.2,30392.0,59.0,32.8,HR,0
31,3.2,25000.0,33.0,20.0,Marketing,0
31,4.4,25000.0,97.0,36.5,HR,0
34,8.4,29229.0,33.0,25.4,Engineering,0
58,25.2,75203.0,28.0,51.7,Engineering,0
59,17.5,57109.0,48.0,48.5,HR,0
45,13.2,38835.0,70.0,40.7,Marketing,0
23,0.4,25000.0,34.0,29.3,Marketing,0
43,9.0,28029.0,34.0,20.0,HR,0
38,5.0,25000.0,36.0,23.5,Engineering,0
57,29.3,84889.0,,61.0,HR,1
35,5.5,26220.0,20.0,25.8,Marketing,1
31,3.9,25000.0,78.0,36.0,HR,0
56,15.9,58515.0,42.0,49.9,Engineering,0
46,9.0,42175.0,28.0,30.2,Sales,0
24,1.4,25000.0,25.0,26.1,HR,0
59,12.8,45796.0,20.0,26.9,Sales,0
38,6.1,37707.0,84.0,33.3,HR,0
33,7.6,33428.0,83.0,32.5,Marketing,0
45,11.6,43262.0,78.0,44.3,Marketing,1
50,20.3,66164.0,96.0,66.7,Sales,1
46,15.2,53248.0,64.0,33.4,HR,0
57,15.9,55839.0,34.0,50.6,Marketing,0
47,17.3,57991.0,86.0,56.5,Sales,0
59,13.7,54447.0,43.0,37.1,Sales,0
22,0.0,25000.0,21.0,21.4,HR,0
41,10.7,30879.0,97.0,45.4,Marketing,0
49,12.4,,30.0,32.5,Sales,0
37,9.9,40289.0,38.0,40.0,Engineering,0
38,13.2,36485.0,60.0,29.5,Engineering,0
49,24.3,77777.0,32.0,56.2,Marketing,0
33,7.3,25000.0,42.0,20.4,Marketing,0
48,14.1,43959.0,17.0,41.3,Engineering,0
51,12.6,43209.0,51.0,42.2,Sales,1
55,15.0,,86.0,68.1,HR,1
58,21.2,63957.0,78.0,55.9,Sales,0
27,2.6,25000.0,50.0,23.0,Marketing,0
28,5.1,25000.0,83.0,32.6,Marketing,0
53,16.2,50349.0,72.0,54.9,HR,0
53,16.2,63541.0,23.0,45.1,Sales,0
46,12.7,36937.0,97.0,44.6,HR,0
54,25.7,79359.0,71.0,67.6,Sales,1
28,4.1,25013.0,84.0,33.7,Sales,0
33,7.4,25000.0,55.0,24.4,Engineering,0
37,7.5,29302.0,76.0,34.0,Sales,0
37,11.9,41514.0,62.0,39.2,Marketing,0
57,11.3,41316.0,61.0,39.7,Marketing,0
34,9.9,34563.0,16.0,31.0,Marketing,0
28,3.6,25000.0,90.0,43.5,Engineering,0
57,18.9,62014.0,93.0,55.7,HR,0
30,4.8,25000.0,63.0,27.3,Marketing,0
53,21.7,72114.0,20.0,48.0,Marketing,0
32,3.1,25000.0,34.0,24.4,HR,0
29,5.8,28837.0,68.0,30.1,Engineering,0
54,18.2,57995.0,97.0,59.3,Sales,0
44,11.1,45229.0,75.0,50.7,HR,0
46,9.2,33185.0,36.0,20.0,Sales,0
29,3.9,25000.0,92.0,37.5,Sales,0
43,12.6,43587.0,67.0,40.2,Sales,0
25,1.6,25000.0,20.0,23.0,HR,0
24,1.4,25000.0,64.0,25.0,HR,0
50,15.5,56040.0,28.0,48.9,Sales,0
50,24.6,,48.0,64.8,Engineering,0
55,21.8,72429.0,94.0,69.9,Engineering,1
55,25.9,83762.0,99.0,79.6,Engineering,1
49,9.9,41419.0,95.0,42.9,Marketing,0
34,6.5,25000.0,79.0,29.4,Sales,1
36,7.0,25000.0,20.0,24.4,Marketing,0
44,14.1,50114.0,23.0,34.2,Engineering,0
47,20.4,66098.0,69.0,65.1,HR,0
25,1.0,25000.0,45.0,24.0,Engineering,0
47,8.6,39288.0,50.0,38.7,Marketing,0
30,6.5,25000.0,11.0,29.4,Marketing,0
26,1.7,25000.0,66.0,26.3,Engineering,0
53,21.7,76200.0,69.0,64.9,Sales,0
41,11.9,43442.0,29.0,40.0,HR,0
32,8.0,32378.0,31.0,32.5,HR,0
36,5.3,25000.0,13.0,20.0,Engineering,0
53,11.7,49611.0,65.0,,Sales,0
49,17.1,58541.0,67.0,51.3,Sales,0
43,18.2,56926.0,97.0,64.6,Engineering,0
38,8.8,27306.0,74.0,31.6,HR,0
47,12.4,42673.0,97.0,48.2,HR,0
28,4.0,25000.0,67.0,27.9,HR,0
47,21.5,71657.0,39.0,,Sales,0
46,19.3,68152.0,85.0,63.2,Engineering,0
31,8.1,34131.0,28.0,23.3,Sales,0
40,5.6,38430.0,71.0,35.0,HR,0
32,3.7,25000.0,77.0,22.1,Sales,0
34,8.0,33183.0,88.0,35.6,HR,0
29,5.5,25000.0,93.0,39.2,Engineering,0
25,1.4,25000.0,53.0,33.9,HR,0
52,13.3,41463.0,93.0,49.7,Marketing,0
49,20.8,69541.0,70.0,63.1,Marketing,1
32,3.3,,30.0,22.0,Engineering,0
22,0.0,25000.0,19.0,24.3,Sales,0
59,22.3,70025.0,39.0,55.9,Sales,0
45,14.6,58966.0,33.0,54.9,Sales,0
52,22.1,72902.0,57.0,59.5,HR,0
47,12.8,49945.0,64.0,52.8,Marketing,0
26,2.7,25000.0,61.0,33.2,Engineering,0
41,12.4,42392.0,47.0,41.3,Sales,1
32,6.3,25428.0,76.0,22.1,Sales,0
54,21.9,72177.0,17.0,56.2,Engineering,0
59,16.9,54467.0,38.0,43.3,HR,0
48,9.1,40965.0,19.0,28.9,Sales,0
55,12.3,52859.0,78.0,43.4,HR,0
36,6.1,25067.0,84.0,33.5,HR,0
53,18.6,59785.0,77.0,55.4,HR,0
42,16.1,49140.0,58.0,,Sales,0
26,2.9,,67.0,,Sales,1
27,3.9,25000.0,44.0,27.9,Engineering,0
59,18.9,68217.0,,61.6,Engineering,1
43,11.4,40452.0,49.0,37.7,HR,0
39,9.1,33232.0,21.0,32.1,Sales,0
35,5.4,25000.0,94.0,35.0,HR,0
31,3.0,25000.0,25.0,21.4,Engineering,0
34,7.9,,87.0,35.2,HR,0
52,26.8,77635.0,94.0,62.8,Marketing,0
51,11.6,46613.0,57.0,51.7,HR,0
24,0.7,,10.0,24.3,Sales,0
51,22.3,74813.0,74.0,57.7,HR,0
27,2.3,25000.0,31.0,23.6,HR,0
50,22.3,76151.0,,55.1,Sales,0
29,5.1,25000.0,93.0,33.9,Marketing,1
54,27.8,98658.0,76.0,78.9,Sales,0
38,8.7,25079.0,23.0,23.2,Engineering,0
32,7.0,39245.0,82.0,46.7,Marketing,0
34,6.9,26818.0,28.0,25.5,Marketing,1
32,6.8,,49.0,27.7,Sales,0
52,17.1,55329.0,13.0,38.7,HR,0
49,11.2,34856.0,42.0,36.3,Engineering,0
27,3.0,25000.0,52.0,29.4,Engineering,0
37,9.3,,46.0,31.2,Marketing,0
25,2.4,25000.0,75.0,31.5,Engineering,0
56,25.2,85406.0,36.0,65.9,Marketing,1
47,17.5,58804.0,54.0,47.7,Marketing,0
33,4.0,25000.0,90.0,38.8,Engineering,0
32,7.3,29772.0,59.0,26.3,Marketing,0
58,21.6,62625.0,72.0,54.1,HR,0
46,20.1,55737.0,15.0,43.2,Marketing,0
39,14.5,40465.0,76.0,36.5,HR,0
40,6.0,25134.0,76.0,24.1,HR,0
44,17.4,47341.0,,45.5,HR,0
59,11.9,44001.0,22.0,25.3,Engineering,0
39,8.8,26859.0,30.0,20.0,HR,0
47,15.6,55539.0,73.0,55.4,Engineering,0
27,1.9,25000.0,46.0,24.8,Sales,0
25,2.2,25000.0,89.0,40.9,HR,0
50,8.5,26750.0,,30.6,Marketing,0
55,13.2,48314.0,57.0,43.1,Sales,0
38,10.4,39043.0,65.0,41.0,Sales,0
37,10.9,42404.0,53.0,33.0,HR,1
23,0.8,25000.0,22.0,26.2,Engineering,0
55,23.9,81842.0,13.0,59.7,Sales,0
29,4.9,25000.0,82.0,25.0,HR,0
34,6.4,25000.0,42.0,24.9,Sales,0
29,2.1,25000.0,46.0,27.8,Sales,0
51,10.8,49078.0,62.0,42.2,HR,0
53,19.2,64733.0,33.0,42.4,Marketing,0
57,24.7,82003.0,98.0,75.7,Marketing,1
51,16.0,52349.0,60.0,58.0,Marketing,0
22,0.0,25000.0,50.0,24.7,Sales,0
38,9.8,33898.0,38.0,38.0,Engineering,0
41,6.5,27035.0,68.0,27.9,Engineering,0
45,9.5,38209.0,49.0,36.4,Sales,0
43,16.9,51463.0,60.0,50.2,Sales,0
50,20.6,66625.0,59.0,56.2,HR,0
43,17.6,62789.0,45.0,49.4,Engineering,0
30,3.0,25000.0,88.0,37.9,Sales,0
58,32.2,87315.0,69.0,81.5,Marketing,1
31,3.8,25030.0,27.0,23.6,Engineering,0
57,10.7,36532.0,29.0,27.6,Sales,0
58,32.3,96250.0,14.0,66.0,HR,1
49,12.7,49492.0,27.0,,HR,0
49,18.9,61654.0,49.0,51.6,Engineering,0
42,8.1,32484.0,10.0,20.7,Marketing,0
45,14.9,51112.0,28.0,33.9,Engineering,0
23,0.8,25000.0,96.0,26.7,Sales,0
29,3.4,26103.0,35.0,26.2,Marketing,0
48,18.3,56681.0,38.0,48.7,Sales,0
43,8.7,39904.0,68.0,38.2,Marketing,0
58,24.3,80678.0,72.0,68.1,Marketing,1
48,13.0,46802.0,92.0,43.7,Sales,0
50,11.9,40211.0,71.0,41.7,Engineering,0
24,1.0,25000.0,57.0,30.5,HR,1
34,4.9,25000.0,71.0,28.2,Marketing,0
